# =============================================================================
# Training data for name component
# Use this to train a name HMM using pyTrainHMM.py
#
# Created 31/08/2002, Peter Christen
#
# Based on training records from the NSW MDC
#
# Contains 1000 training examples

   GF:gname1, AN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1
   UN:gname1, UN:sname1, HY:shyph, SN:sname2
   UN:gname1, UN:sname1, HY:shyph, UN:sname2
   UN:gname1, UN:sname1, HY:shyph, UN:sname2
